UNITID,XTUIT1,TUITION1,XFEE1,FEE1,XHRCHG1,HRCHG1,XTUIT2,TUITION2,XFEE2,FEE2,XHRCHG2,HRCHG2,XTUIT3,TUITION3,XFEE3,FEE3,XHRCHG3,HRCHG3,XTUIT5,TUITION5,XFEE5,FEE5,XHRCHG5,HRCHG5,XTUIT6,TUITION6,XFEE6,FEE6,XHRCHG6,HRCHG6,XTUIT7,TUITION7,XFEE7,FEE7,XHRCHG7,HRCHG7,XISPRO1,ISPROF1,XISPFE1,ISPFEE1,XOSPRO1,OSPROF1,XOSPFE1,OSPFEE1,XISPRO2,ISPROF2,XISPFE2,ISPFEE2,XOSPRO2,OSPROF2,XOSPFE2,OSPFEE2,XISPRO3,ISPROF3,XISPFE3,ISPFEE3,XOSPRO3,OSPROF3,XOSPFE3,OSPFEE3,XISPRO4,ISPROF4,XISPFE4,ISPFEE4,XOSPRO4,OSPROF4,XOSPFE4,OSPFEE4,XISPRO5,ISPROF5,XISPFE5,ISPFEE5,XOSPRO5,OSPROF5,XOSPFE5,OSPFEE5,XISPRO6,ISPROF6,XISPFE6,ISPFEE6,XOSPRO6,OSPROF6,XOSPFE6,OSPFEE6,XISPRO7,ISPROF7,XISPFE7,ISPFEE7,XOSPRO7,OSPROF7,XOSPFE7,OSPFEE7,XISPRO8,ISPROF8,XISPFE8,ISPFEE8,XOSPRO8,OSPROF8,XOSPFE8,OSPFEE8,XISPRO9,ISPROF9,XISPFE9,ISPFEE9,XOSPRO9,OSPROF9,XOSPFE9,OSPFEE9,XCHG1AT0,CHG1AT0,XCHG1AF0,CHG1AF0,XCHG1AY0,CHG1AY0,XCHG1AT1,CHG1AT1,XCHG1AF1,CHG1AF1,XCHG1AY1,CHG1AY1,XCHG1AT2,CHG1AT2,XCHG1AF2,CHG1AF2,XCHG1AY2,CHG1AY2,XCHG1AT3,CHG1AT3,XCHG1AF3,CHG1AF3,XCHG1AY3,CHG1AY3,CHG1TGTD,CHG1FGTD,XCHG2AT0,CHG2AT0,XCHG2AF0,CHG2AF0,XCHG2AY0,CHG2AY0,XCHG2AT1,CHG2AT1,XCHG2AF1,CHG2AF1,XCHG2AY1,CHG2AY1,XCHG2AT2,CHG2AT2,XCHG2AF2,CHG2AF2,XCHG2AY2,CHG2AY2,XCHG2AT3,CHG2AT3,XCHG2AF3,CHG2AF3,XCHG2AY3,CHG2AY3,CHG2TGTD,CHG2FGTD,XCHG3AT0,CHG3AT0,XCHG3AF0,CHG3AF0,XCHG3AY0,CHG3AY0,XCHG3AT1,CHG3AT1,XCHG3AF1,CHG3AF1,XCHG3AY1,CHG3AY1,XCHG3AT2,CHG3AT2,XCHG3AF2,CHG3AF2,XCHG3AY2,CHG3AY2,XCHG3AT3,CHG3AT3,XCHG3AF3,CHG3AF3,XCHG3AY3,CHG3AY3,CHG3TGTD,CHG3FGTD,XCHG4AY0,CHG4AY0,XCHG4AY1,CHG4AY1,XCHG4AY2,CHG4AY2,XCHG4AY3,CHG4AY3,XCHG5AY0,CHG5AY0,XCHG5AY1,CHG5AY1,XCHG5AY2,CHG5AY2,XCHG5AY3,CHG5AY3,XCHG6AY0,CHG6AY0,XCHG6AY1,CHG6AY1,XCHG6AY2,CHG6AY2,XCHG6AY3,CHG6AY3,XCHG7AY0,CHG7AY0,XCHG7AY1,CHG7AY1,XCHG7AY2,CHG7AY2,XCHG7AY3,CHG7AY3,XCHG8AY0,CHG8AY0,XCHG8AY1,CHG8AY1,XCHG8AY2,CHG8AY2,XCHG8AY3,CHG8AY3,XCHG9AY0,CHG9AY0,XCHG9AY1,CHG9AY1,XCHG9AY2,CHG9AY2,XCHG9AY3,CHG9AY3 
121901,"R",1380,"R",40,"R",46,"R",1380,"R",40,"R",46,"R",9330,"R",40,"R",311,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",1380,"R",46,"R",1426,"R",1380,"R",40,"R",1420,"R",1380,"R",40,"R",1420,"R",1380,"R",40,"R",1420,.,.,"R",1380,"R",46,"R",1426,"R",1380,"R",40,"R",1420,"R",1380,"R",40,"R",1420,"R",1380,"R",40,"R",1420,.,.,"R",7710,"R",46,"R",7756,"R",8400,"R",40,"R",8440,"R",9120,"R",40,"R",9160,"R",9330,"R",40,"R",9370,.,.,"R",1792,"R",1854,"R",1918,"R",1972,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",15660,"R",16686,"R",16810,"R",17946,"R",4158,"R",4240,"R",4250,"R",5274,"R",4286,"R",4374,"R",4366,"R",4698
122117,"R",7440,"R",400,"R",155,"R",7440,"R",400,"R",155,"R",7440,"R",400,"R",155,"R",7440,"R",400,"R",155,"R",7440,"R",400,"R",155,"R",7440,"R",400,"R",155,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
122180,"R",0,"R",1104,"R",46,"R",0,"R",1104,"R",46,"R",7824,"R",1104,"R",326,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",0,"R",1104,"R",1104,"R",0,"R",1104,"R",1104,"R",0,"R",1104,"R",1104,"R",0,"R",1104,"R",1104,.,.,"R",0,"R",1104,"R",1104,"R",0,"R",1104,"R",1104,"R",0,"R",1104,"R",1104,"R",0,"R",1104,"R",1104,.,.,"R",6600,"R",1104,"R",7704,"R",7104,"R",1104,"R",8208,"R",7608,"R",1104,"R",8712,"R",7824,"R",1104,"R",8928,.,.,"R",1792,"R",1854,"R",1854,"R",1854,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",12492,"R",13293,"R",13293,"R",13293,"R",4160,"R",4239,"R",4239,"R",4239,"R",4420,"R",4509,"R",4509,"R",4509
122205,"R",1288,"R",42,"R",46,"R",1288,"R",42,"R",46,"R",9548,"R",42,"R",341,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",1288,"R",38,"R",1326,"R",1288,"R",40,"R",1328,"R",1288,"R",40,"R",1328,"R",1288,"R",42,"R",1330,.,.,"R",1288,"R",38,"R",1326,"R",1288,"R",40,"R",1328,"R",1288,"R",40,"R",1328,"R",1288,"R",42,"R",1330,.,.,"R",10528,"R",38,"R",10566,"R",10528,"R",40,"R",10568,"R",9352,"R",40,"R",9392,"R",9548,"R",42,"R",9590,.,.,"R",1792,"R",1854,"R",1918,"R",1972,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",12492,"R",13294,"R",13780,"R",15084,"R",4356,"R",4104,"R",4508,"R",5276,"R",4356,"R",4104,"R",4508,"R",5276
122296,"R",47928,"R",2210,"R",1210,"R",47928,"R",2210,"R",1210,"R",47928,"R",2210,"R",1210,"R",51313,"R",572,"R",1429,"R",51313,"R",572,"R",1429,"R",51313,"R",572,"R",1429,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"R",43762,"R",3065,"R",43762,"R",3065,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
122339,"R",1104,"R",40,"R",46,"R",1104,"R",40,"R",46,"R",7440,"R",40,"R",310,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",1104,"R",38,"R",1142,"R",1104,"R",38,"R",1142,"R",1104,"R",40,"R",1144,"R",1104,"R",40,"R",1144,.,.,"R",1104,"R",38,"R",1142,"R",1104,"R",38,"R",1142,"R",1104,"R",40,"R",1144,"R",1104,"R",40,"R",1144,.,.,"R",4752,"R",1142,"R",5894,"R",4714,"R",1142,"R",5856,"R",5880,"R",1144,"R",7024,"R",7440,"R",40,"R",7480,.,.,"R",1791,"R",1854,"R",1854,"R",1970,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",12492,"R",13293,"R",13293,"R",15084,"R",4158,"R",4239,"R",4239,"R",4239,"R",4284,"R",4374,"R",4374,"R",4698
122375,"R",1104,"R",40,"R",46,"R",1104,"R",40,"R",46,"R",7440,"R",40,"R",310,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",1104,"R",38,"R",1142,"R",1104,"R",38,"R",1142,"R",1104,"R",40,"R",1144,"R",1104,"R",40,"R",1144,.,.,"R",1104,"R",38,"R",1142,"R",1104,"R",38,"R",1142,"R",1104,"R",40,"R",1144,"R",1104,"R",40,"R",1144,.,.,"R",4752,"R",1442,"R",6194,"R",5304,"R",1442,"R",6746,"R",6984,"R",1442,"R",8426,"R",7440,"R",40,"R",7480,.,.,"R",1791,"R",1854,"R",1854,"R",1970,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",12492,"R",13293,"R",13293,"R",15084,"R",4158,"R",4239,"R",4239,"R",5274,"R",4284,"R",4374,"R",4239,"R",4698
122384,"R",1104,"R",40,"R",46,"R",1104,"R",40,"R",46,"R",7440,"R",40,"R",310,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",1104,"R",38,"R",1142,"R",1104,"R",38,"R",1142,"R",1104,"R",40,"R",1144,"R",1104,"R",40,"R",1144,.,.,"R",1104,"R",38,"R",1142,"R",1104,"R",38,"R",1142,"R",1104,"R",40,"R",1144,"R",1104,"R",40,"R",1144,.,.,"R",4752,"R",1142,"R",5894,"R",4714,"R",1142,"R",5856,"R",4714,"R",1142,"R",5856,"R",7440,"R",40,"R",7480,.,.,"R",1791,"R",1854,"R",1854,"R",1970,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",12492,"R",13293,"R",13293,"R",15084,"R",4158,"R",4239,"R",4239,"R",5274,"R",4284,"R",4374,"R",4374,"R",4698
122409,"R",5742,"R",1768,"A",.,"R",5742,"R",1768,"A",.,"R",17622,"R",1768,"R",396,"R",7176,"R",1768,"A",.,"R",7176,"R",1768,"A",.,"R",16680,"R",1768,"R",396,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",5472,"R",1612,"R",7084,"R",5742,"R",1718,"R",7460,"R",5742,"R",1746,"R",7488,"R",5742,"R",1768,"R",7510,.,.,"R",5472,"R",1612,"R",7084,"R",5742,"R",1718,"R",7460,"R",5742,"R",1746,"R",7488,"R",5742,"R",1768,"R",7510,.,.,"R",16632,"R",1612,"R",18244,"R",17622,"R",1718,"R",19340,"R",17622,"R",1746,"R",19368,"R",17622,"R",1768,"R",19390,.,.,"R",1818,"R",1854,"R",1915,"R",1969,"R",14812,"R",15966,"R",16892,"R",17752,"R",2880,"R",2944,"R",3024,"R",3291,"R",12050,"R",12761,"R",13399,"R",13533,"R",3296,"R",3369,"R",3462,"R",3742,"R",2927,"R",2992,"R",3073,"R",3343
122436,"R",50450,"R",736,"R",1740,"R",50450,"R",736,"R",1740,"R",50450,"R",736,"R",1740,"R",27288,"R",474,"R",1516,"R",27288,"R",474,"R",1516,"R",27288,"R",474,"R",1516,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"R",56230,"R",481,"R",56230,"R",481,"R",45540,"R",600,"R",46140,"R",47100,"R",608,"R",47708,"R",48750,"R",608,"R",49358,"R",50450,"R",736,"R",51186,.,.,"R",45540,"R",600,"R",46140,"R",47100,"R",608,"R",47708,"R",48750,"R",608,"R",49358,"R",50450,"R",736,"R",51186,.,.,"R",45540,"R",600,"R",46140,"R",47100,"R",608,"R",47708,"R",48750,"R",608,"R",49358,"R",50450,"R",736,"R",51186,.,.,"R",1800,"R",1848,"R",1920,"R",1970,"R",12302,"R",12630,"R",12980,"R",14126,"R",3168,"R",3240,"R",3240,"R",3717,"R",12492,"R",13293,"R",13779,"R",15084,"R",4158,"R",4239,"R",4248,"R",5274,"R",4284,"R",4374,"R",4365,"R",4698
122454,"R",45664,"R",950,"R",2000,"R",45664,"R",950,"R",2000,"R",45664,"R",950,"R",2000,"R",47850,"R",950,"R",2100,"R",47850,"R",950,"R",2100,"R",47850,"R",950,"R",2100,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",42220,"R",870,"R",43090,"R",43908,"R",870,"R",44778,"R",45664,"R",870,"R",46534,"R",45664,"R",950,"R",46614,.,.,"R",42220,"R",870,"R",43090,"R",43908,"R",870,"R",44778,"R",45664,"R",870,"R",46534,"R",45664,"R",950,"R",46614,.,.,"R",42220,"R",870,"R",43090,"R",43908,"R",870,"R",44778,"R",45664,"R",870,"R",46534,"R",45664,"R",950,"R",46614,.,.,"R",1791,"R",1854,"R",1917,"R",1917,"R",15415,"R",16087,"R",17128,"R",18410,"R",6156,"R",6408,"R",5490,"R",5963,"R",17765,"R",17873,"R",17909,"R",18629,"R",7146,"R",7407,"R",6498,"R",7520,"R",7146,"R",7407,"R",6498,"R",7520
122506,"R",46350,"R",1210,"A",.,"R",46350,"R",1210,"A",.,"R",46350,"R",1210,"A",.,"R",46350,"R",1210,"R",2040,"R",46350,"R",1210,"R",2040,"R",46350,"R",1210,"R",2040,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",42400,"R",1010,"R",43410,"R",43700,"R",1110,"R",44810,"R",45000,"R",1210,"R",46210,"R",46350,"R",1210,"R",47560,.,.,"R",42400,"R",1010,"R",43410,"R",43700,"R",1110,"R",44810,"R",45000,"R",1210,"R",46210,"R",46350,"R",1210,"R",47560,.,.,"R",42400,"R",1010,"R",43410,"R",43700,"R",1110,"R",44810,"R",45000,"R",1210,"R",46210,"R",46350,"R",1210,"R",47560,.,.,"R",950,"R",975,"R",975,"R",975,"R",15700,"R",16060,"R",16515,"R",18100,"R",3000,"R",3100,"R",3200,"R",2500,"R",15700,"R",16160,"R",16515,"R",18100,"R",3000,"R",3100,"R",3200,"R",2500,"R",3000,"R",3100,"R",3200,"R",2500
122597,"R",5742,"R",1524,"A",.,"R",5742,"R",1524,"A",.,"R",17622,"R",1524,"R",396,"R",7176,"R",1524,"A",.,"R",7176,"R",1524,"A",.,"R",16680,"R",1524,"R",396,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",5472,"R",1012,"R",6484,"R",5742,"R",1512,"R",7254,"R",5742,"R",1518,"R",7260,"R",5742,"R",1524,"R",7266,.,.,"R",5472,"R",1012,"R",6484,"R",5742,"R",1512,"R",7254,"R",5742,"R",1518,"R",7260,"R",5742,"R",1524,"R",7266,.,.,"R",16632,"R",1012,"R",17644,"R",17622,"R",1512,"R",19134,"R",17622,"R",1518,"R",19140,"R",17622,"R",1524,"R",19146,.,.,"R",1900,"R",1948,"R",2002,"R",2002,"R",13882,"R",14502,"R",15151,"R",15151,"R",2966,"R",3015,"R",3067,"R",2568,"R",13882,"R",14502,"R",15151,"R",16189,"R",2966,"R",3015,"R",3067,"R",3291,"R",2966,"R",3015,"R",3068,"R",2838
122603,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",17500,"R",100,"R",730,"R",17500,"R",100,"R",730,"R",17500,"R",100,"R",730,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
122612,"R",49740,"R",542,"R",1770,"R",49740,"R",542,"R",1770,"R",49740,"R",542,"R",1770,"R",25740,"R",70,"R",1430,"R",25740,"R",70,"R",1430,"R",25740,"R",70,"R",1430,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"R",50690,"R",80,"R",50690,"R",80,"R",44040,"R",454,"R",44494,"R",45760,"R",490,"R",46250,"R",47550,"R",516,"R",48066,"R",49740,"R",542,"R",50282,.,.,"R",44040,"R",454,"R",44494,"R",45760,"R",490,"R",46250,"R",47550,"R",516,"R",48066,"R",49740,"R",542,"R",50282,.,.,"R",44040,"R",454,"R",44494,"R",45760,"R",490,"R",46250,"R",47550,"R",516,"R",48066,"R",49740,"R",542,"R",50282,.,.,"R",1600,"R",1600,"R",1600,"R",1600,"R",13990,"R",14330,"R",14830,"R",15410,"R",3800,"R",3800,"R",3800,"R",3800,"R",13990,"R",14330,"R",14830,"R",15410,"R",3800,"R",3800,"R",3800,"R",3800,"R",3300,"R",3300,"R",3300,"R",3300
122649,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"R",20963,"R",725,"R",20963,"R",725,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
122658,"R",1288,"R",0,"R",46,"R",1288,"R",0,"R",46,"R",8708,"R",0,"R",311,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",1104,"R",0,"R",1104,"R",1104,"R",0,"R",1104,"R",1288,"R",0,"R",1288,"R",1288,"R",0,"R",1288,.,.,"R",1104,"R",0,"R",1104,"R",1104,"R",0,"R",1104,"R",1288,"R",0,"R",1288,"R",1288,"R",0,"R",1288,.,.,"R",6168,"R",0,"R",6168,"R",6720,"R",0,"R",6720,"R",8848,"R",0,"R",8848,"R",8708,"R",0,"R",8708,.,.,"R",1792,"R",1854,"R",1917,"R",1971,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",12494,"R",13293,"R",13779,"R",15084,"R",4158,"R",4239,"R",4248,"R",5274,"R",4246,"R",4374,"R",4365,"R",4698
122728,"R",34200,"R",750,"R",1440,"R",34200,"R",750,"R",1440,"R",34200,"R",750,"R",1440,"R",11976,"R",453,"R",580,"R",11976,"R",453,"R",580,"R",11976,"R",453,"R",580,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",28300,"R",400,"R",28700,"R",29950,"R",600,"R",30550,"R",32950,"R",600,"R",33550,"R",34200,"R",750,"R",34950,.,.,"R",28300,"R",400,"R",28700,"R",29950,"R",600,"R",30550,"R",32950,"R",600,"R",33550,"R",34200,"R",750,"R",34950,.,.,"R",28300,"R",400,"R",28700,"R",29950,"R",600,"R",30550,"R",32950,"R",600,"R",33550,"R",34200,"R",750,"R",34950,.,.,"R",1791,"R",1854,"R",1917,"R",1971,"R",10650,"R",10950,"R",11320,"R",11700,"R",3168,"R",3289,"R",3290,"R",3717,"R",12492,"R",13293,"R",13779,"R",15084,"R",4158,"R",4288,"R",4298,"R",5274,"R",4284,"R",4423,"R",4415,"R",4698
122746,"R",1288,"R",74,"R",46,"R",1288,"R",74,"R",46,"R",9044,"R",74,"R",323,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",1288,"R",55,"R",1343,"R",1313,"R",43,"R",1356,"R",1288,"R",70,"R",1358,"R",1288,"R",74,"R",1362,.,.,"R",1288,"R",55,"R",1343,"R",1313,"R",43,"R",1356,"R",1288,"R",70,"R",1358,"R",1288,"R",74,"R",1362,.,.,"R",6860,"R",155,"R",7015,"R",7697,"R",155,"R",7852,"R",7812,"R",182,"R",7994,"R",9044,"R",74,"R",9118,.,.,"R",1791,"R",1854,"R",1854,"R",2771,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",12492,"R",13293,"R",13293,"R",15084,"R",4356,"R",4446,"R",4446,"R",5508,"R",9855,"R",9954,"R",9954,"R",11562
