UNITID,XTUIT1,TUITION1,XFEE1,FEE1,XHRCHG1,HRCHG1,XTUIT2,TUITION2,XFEE2,FEE2,XHRCHG2,HRCHG2,XTUIT3,TUITION3,XFEE3,FEE3,XHRCHG3,HRCHG3,XTUIT5,TUITION5,XFEE5,FEE5,XHRCHG5,HRCHG5,XTUIT6,TUITION6,XFEE6,FEE6,XHRCHG6,HRCHG6,XTUIT7,TUITION7,XFEE7,FEE7,XHRCHG7,HRCHG7,XISPRO1,ISPROF1,XISPFE1,ISPFEE1,XOSPRO1,OSPROF1,XOSPFE1,OSPFEE1,XISPRO2,ISPROF2,XISPFE2,ISPFEE2,XOSPRO2,OSPROF2,XOSPFE2,OSPFEE2,XISPRO3,ISPROF3,XISPFE3,ISPFEE3,XOSPRO3,OSPROF3,XOSPFE3,OSPFEE3,XISPRO4,ISPROF4,XISPFE4,ISPFEE4,XOSPRO4,OSPROF4,XOSPFE4,OSPFEE4,XISPRO5,ISPROF5,XISPFE5,ISPFEE5,XOSPRO5,OSPROF5,XOSPFE5,OSPFEE5,XISPRO6,ISPROF6,XISPFE6,ISPFEE6,XOSPRO6,OSPROF6,XOSPFE6,OSPFEE6,XISPRO7,ISPROF7,XISPFE7,ISPFEE7,XOSPRO7,OSPROF7,XOSPFE7,OSPFEE7,XISPRO8,ISPROF8,XISPFE8,ISPFEE8,XOSPRO8,OSPROF8,XOSPFE8,OSPFEE8,XISPRO9,ISPROF9,XISPFE9,ISPFEE9,XOSPRO9,OSPROF9,XOSPFE9,OSPFEE9,XCHG1AT0,CHG1AT0,XCHG1AF0,CHG1AF0,XCHG1AY0,CHG1AY0,XCHG1AT1,CHG1AT1,XCHG1AF1,CHG1AF1,XCHG1AY1,CHG1AY1,XCHG1AT2,CHG1AT2,XCHG1AF2,CHG1AF2,XCHG1AY2,CHG1AY2,XCHG1AT3,CHG1AT3,XCHG1AF3,CHG1AF3,XCHG1AY3,CHG1AY3,CHG1TGTD,CHG1FGTD,XCHG2AT0,CHG2AT0,XCHG2AF0,CHG2AF0,XCHG2AY0,CHG2AY0,XCHG2AT1,CHG2AT1,XCHG2AF1,CHG2AF1,XCHG2AY1,CHG2AY1,XCHG2AT2,CHG2AT2,XCHG2AF2,CHG2AF2,XCHG2AY2,CHG2AY2,XCHG2AT3,CHG2AT3,XCHG2AF3,CHG2AF3,XCHG2AY3,CHG2AY3,CHG2TGTD,CHG2FGTD,XCHG3AT0,CHG3AT0,XCHG3AF0,CHG3AF0,XCHG3AY0,CHG3AY0,XCHG3AT1,CHG3AT1,XCHG3AF1,CHG3AF1,XCHG3AY1,CHG3AY1,XCHG3AT2,CHG3AT2,XCHG3AF2,CHG3AF2,XCHG3AY2,CHG3AY2,XCHG3AT3,CHG3AT3,XCHG3AF3,CHG3AF3,XCHG3AY3,CHG3AY3,CHG3TGTD,CHG3FGTD,XCHG4AY0,CHG4AY0,XCHG4AY1,CHG4AY1,XCHG4AY2,CHG4AY2,XCHG4AY3,CHG4AY3,XCHG5AY0,CHG5AY0,XCHG5AY1,CHG5AY1,XCHG5AY2,CHG5AY2,XCHG5AY3,CHG5AY3,XCHG6AY0,CHG6AY0,XCHG6AY1,CHG6AY1,XCHG6AY2,CHG6AY2,XCHG6AY3,CHG6AY3,XCHG7AY0,CHG7AY0,XCHG7AY1,CHG7AY1,XCHG7AY2,CHG7AY2,XCHG7AY3,CHG7AY3,XCHG8AY0,CHG8AY0,XCHG8AY1,CHG8AY1,XCHG8AY2,CHG8AY2,XCHG8AY3,CHG8AY3,XCHG9AY0,CHG9AY0,XCHG9AY1,CHG9AY1,XCHG9AY2,CHG9AY2,XCHG9AY3,CHG9AY3 
182290,"R",7410,"R",774,"R",247,"R",7410,"R",774,"R",247,"R",22461,"R",774,"R",504,"R",5306,"R",625,"R",286,"R",5306,"R",625,"R",286,"R",20357,"R",625,"R",609,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"R",28810,"R",5544,"R",56574,"R",5544,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"R",6218,"R",924,"R",7142,"R",6465,"R",1134,"R",7599,"R",6720,"R",1044,"R",7764,"R",6990,"R",1044,"R",8034,.,.,"R",6218,"R",924,"R",7142,"R",6465,"R",1134,"R",7599,"R",6720,"R",1044,"R",7764,"R",6990,"R",1044,"R",8034,.,.,"R",20128,"R",924,"R",21052,"R",20654,"R",1134,"R",21788,"R",21192,"R",1044,"R",22236,"R",22042,"R",1044,"R",23086,.,.,"R",1300,"R",1300,"R",1300,"R",1300,"R",10558,"R",10940,"R",11770,"R",11960,"R",4500,"R",4370,"R",4370,"R",4370,"R",10558,"R",10940,"R",11770,"R",11960,"R",4500,"R",4370,"R",4370,"R",4370,"R",4500,"R",4570,"R",4770,"R",4770
182306,"R",3083,"R",165,"R",103,"R",3083,"R",165,"R",103,"R",10438,"R",165,"R",342,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",2745,"R",165,"R",2910,"R",2820,"R",195,"R",3015,"R",2963,"R",165,"R",3128,"R",3083,"R",165,"R",3248,.,.,"R",2745,"R",165,"R",2910,"R",2820,"R",195,"R",3015,"R",2963,"R",165,"R",3128,"R",3083,"R",165,"R",3248,.,.,"R",9390,"R",165,"R",9555,"R",9598,"R",195,"R",9793,"R",9711,"R",165,"R",9876,"R",10438,"R",165,"R",10603,.,.,"R",1670,"R",1670,"R",1670,"R",1670,"R",6800,"R",6800,"R",6000,"R",6000,"R",3900,"R",3900,"R",3900,"R",3900,"R",10450,"R",10450,"R",6500,"R",6500,"R",3900,"R",3900,"R",3900,"R",3900,"R",3900,"R",3900,"R",3900,"R",3900
182458,"R",34319,"R",1189,"R",1460,"R",34319,"R",1189,"R",1460,"R",34319,"R",1189,"R",1460,"R",18700,"R",465,"R",530,"R",18700,"R",465,"R",530,"R",18700,"R",465,"R",530,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",30321,"R",829,"R",31150,"R",31685,"R",954,"R",32639,"R",33158,"R",1083,"R",34241,"R",34319,"R",1189,"R",35508,.,.,"R",30321,"R",829,"R",31150,"R",31685,"R",954,"R",32639,"R",33158,"R",1083,"R",34241,"R",34319,"R",1189,"R",35508,.,.,"R",30321,"R",829,"R",31150,"R",31685,"R",954,"R",32639,"R",33158,"R",1083,"R",34241,"R",34319,"R",1189,"R",35508,.,.,"R",1600,"R",800,"R",600,"R",1600,"R",12332,"R",12764,"R",13357,"R",13892,"R",2000,"R",2000,"R",1300,"R",2000,"R",12332,"R",12764,"R",13357,"R",13892,"R",2000,"R",2000,"R",1300,"R",2000,"R",2000,"R",2000,"R",2000,"R",2000
182500,"R",2466,"R",300,"R",103,"R",2466,"R",300,"R",103,"R",9656,"R",300,"R",216,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",2745,"R",165,"R",2910,"R",2850,"R",225,"R",3075,"R",2588,"R",375,"R",2963,"R",2466,"R",300,"R",2766,.,.,"R",2745,"R",165,"R",2910,"R",2850,"R",225,"R",3075,"R",2588,"R",375,"R",2963,"R",2466,"R",300,"R",2766,.,.,"R",9390,"R",165,"R",9555,"R",9628,"R",225,"R",9853,"R",9501,"R",375,"R",9876,"R",9656,"R",300,"R",9956,.,.,"R",1200,"R",1200,"R",1266,"R",1286,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9065,"R",9065,"R",14546,"R",14779,"R",5476,"R",5476,"R",4485,"R",4557,"R",4017,"R",4017,"R",2994,"R",3028
182564,"R",3233,"R",195,"R",103,"R",3233,"R",195,"R",103,"R",10423,"R",195,"R",216,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",2745,"R",165,"R",2910,"R",2850,"R",195,"R",3045,"R",2963,"R",195,"R",3158,"R",3233,"R",195,"R",3428,.,.,"R",2745,"R",165,"R",2910,"R",2850,"R",195,"R",3045,"R",2963,"R",195,"R",3158,"R",3233,"R",195,"R",3428,.,.,"R",9390,"R",165,"R",9555,"R",9628,"R",195,"R",9823,"R",9876,"R",195,"R",10071,"R",10423,"R",195,"R",10618,.,.,"R",1400,"R",1400,"R",1400,"R",1400,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9220,"R",9220,"R",10100,"R",10100,"R",4960,"R",4960,"R",4960,"R",5158,"R",4960,"R",4960,"R",4960,"R",5158
182634,"R",42388,"R",800,"R",1428,"R",42388,"R",800,"R",1428,"R",42388,"R",800,"R",1428,"R",3450,"R",0,"R",600,"R",3450,"Z",0,"R",600,"R",3450,"Z",0,"R",600,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",39200,"R",250,"R",39450,"R",40386,"R",800,"R",41186,"R",41598,"R",800,"R",42398,"R",42846,"R",800,"R",43646,.,.,"R",39200,"R",250,"R",39450,"R",40386,"R",800,"R",41186,"R",41598,"R",800,"R",42398,"R",42846,"R",800,"R",43646,.,.,"R",39200,"R",250,"R",39450,"R",40386,"R",800,"R",41186,"R",41598,"R",800,"R",42398,"R",42846,"R",800,"R",43646,.,.,"R",2000,"R",2000,"R",2000,"R",2000,"R",13260,"R",13650,"R",14264,"R",14978,"R",1000,"R",1000,"R",1000,"R",1000,"R",10140,"R",10140,"R",13178,"R",14082,"R",1000,"R",1000,"R",1000,"R",1000,"R",1000,"R",1000,"R",1000,"R",1000
182670,"R",55605,"R",1599,"R",7414,"R",55605,"R",1599,"R",7414,"R",55605,"R",1599,"R",7414,"R",55605,"R",342,"R",7414,"R",55605,"R",342,"R",7414,"R",55605,"R",342,"R",7414,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"R",65566,"R",2927,"R",65566,"R",2927,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"R",49998,"R",1440,"R",51438,"R",51468,"R",1900,"R",53368,"R",53496,"R",1957,"R",55453,"R",55605,"R",2033,"R",57638,.,.,"R",49998,"R",1440,"R",51438,"R",51468,"R",1900,"R",53368,"R",53496,"R",1957,"R",55453,"R",55605,"R",2033,"R",57638,.,.,"R",49998,"R",1440,"R",51438,"R",51468,"R",1900,"R",53368,"R",53496,"R",1957,"R",55453,"R",55605,"R",2033,"R",57638,.,.,"R",1260,"R",1260,"R",1110,"R",1100,"R",14736,"R",15159,"R",15756,"R",16374,"R",2040,"R",2040,"R",2040,"R",2040,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
182795,"R",35900,"R",3200,"R",1197,"R",35900,"R",3200,"R",1197,"R",35900,"R",3200,"R",1197,"R",16000,"R",1200,"R",665,"R",16000,"R",1200,"R",665,"R",16000,"R",1200,"R",665,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",31500,"R",2550,"R",34050,"R",32445,"R",2550,"R",34995,"R",33900,"R",3000,"R",36900,"R",35900,"R",3200,"R",39100,.,.,"R",31500,"R",2550,"R",34050,"R",32445,"R",2550,"R",34995,"R",33900,"R",3000,"R",36900,"R",35900,"R",3200,"R",39100,.,.,"R",31500,"R",2550,"R",34050,"R",32445,"R",2550,"R",34995,"R",33900,"R",3000,"R",36900,"R",35900,"R",3200,"R",39100,.,.,"R",1200,"R",1300,"R",1300,"R",1300,"R",12700,"R",13082,"R",13345,"R",13900,"R",2100,"R",2200,"R",2200,"R",2200,"R",12200,"R",12582,"R",13345,"R",13900,"R",3100,"R",3200,"R",3200,"R",3200,"R",3100,"R",3200,"R",3200,"R",3200
182829,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",34560,"R",305,"R",1238,"R",34560,"R",305,"R",1238,"R",38460,"R",305,"R",1300,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"Y",.,"R",38000,"R",305,"R",44000,"R",305,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.
182917,"R",23400,"R",600,"R",700,"R",23400,"R",600,"R",700,"R",23400,"R",600,"R",700,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",21400,"R",600,"R",22000,"R",23400,"R",600,"R",24000,"R",23400,"R",600,"R",24000,"R",23400,"R",600,"R",24000,.,.,"R",21400,"R",600,"R",22000,"R",23400,"R",600,"R",24000,"R",23400,"R",600,"R",24000,"R",23400,"R",600,"R",24000,.,.,"R",21400,"R",600,"R",22000,"R",23400,"R",600,"R",24000,"R",23400,"R",600,"R",24000,"R",23400,"R",600,"R",24000,.,.,"R",700,"R",700,"R",700,"R",700,"R",8000,"R",8000,"R",8000,"R",8000,"R",2256,"R",2256,"R",2056,"R",2756,"R",8000,"R",8000,"R",8000,"R",8000,"R",600,"R",600,"R",600,"R",600,"R",600,"R",600,"R",600,"R",600
182980,"R",24555,"R",1180,"R",1122,"R",24555,"R",1180,"R",1122,"R",24555,"R",1180,"R",1122,"R",14088,"R",140,"R",587,"R",14088,"R",140,"R",587,"R",14088,"R",140,"R",587,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",34984,"R",968,"R",35952,"R",35858,"R",1096,"R",36954,"R",36754,"R",1160,"R",37914,"R",37490,"R",1180,"R",38670,.,.,"R",34984,"R",968,"R",35952,"R",35858,"R",1096,"R",36954,"R",36754,"R",1160,"R",37914,"R",37490,"R",1180,"R",38670,.,.,"R",34984,"R",968,"R",35952,"R",35858,"R",1096,"R",36954,"R",36754,"R",1160,"R",37914,"R",37490,"R",1180,"R",38670,.,.,"R",1000,"R",1000,"R",1000,"R",1000,"R",13536,"R",13874,"R",14222,"R",15915,"R",2000,"R",2000,"R",2250,"R",2000,"R",11700,"R",11700,"R",11700,"R",14000,"R",2250,"R",2250,"R",2250,"R",2250,"R",2750,"R",2750,"R",2750,"R",2750
183026,"R",30756,"R",380,"R",1281,"R",30756,"R",380,"R",1281,"R",30756,"R",380,"R",1281,"R",18810,"R",0,"R",627,"R",18810,"Z",0,"R",627,"R",18810,"Z",0,"R",627,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",30756,"R",380,"R",31136,"R",30756,"R",380,"R",31136,"R",30756,"R",380,"R",31136,"R",30756,"R",380,"R",31136,.,.,"R",30756,"R",380,"R",31136,"R",30756,"R",380,"R",31136,"R",30756,"R",380,"R",31136,"R",30756,"R",380,"R",31136,.,.,"R",30756,"R",380,"R",31136,"R",30756,"R",380,"R",31136,"R",30756,"R",380,"R",31136,"R",30756,"R",380,"R",31136,.,.,"R",1200,"R",1200,"R",1200,"R",1200,"R",12062,"R",12278,"R",13120,"R",12800,"R",5584,"R",5822,"R",6082,"R",6742,"R",9514,"R",9450,"R",9928,"R",10218,"R",8206,"R",8480,"R",8902,"R",9532,"R",8206,"R",8480,"R",8902,"R",9532
183044,"R",15520,"R",3359,"R",645,"R",15520,"R",3359,"R",645,"R",32050,"R",3359,"R",1335,"R",14170,"R",2095,"R",785,"R",14170,"R",2095,"R",785,"R",27810,"R",2095,"R",1335,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",14410,"R",3214,"R",17624,"R",14770,"R",3297,"R",18067,"R",15140,"R",3359,"R",18499,"R",15520,"R",3359,"R",18879,.,.,"R",14410,"R",3214,"R",17624,"R",14770,"R",3297,"R",18067,"R",15140,"R",3359,"R",18499,"R",15520,"R",3359,"R",18879,.,.,"R",28210,"R",3214,"R",31424,"R",29340,"R",3297,"R",32637,"R",30520,"R",3359,"R",33879,"R",32050,"R",3359,"R",35409,.,.,"R",1200,"R",1200,"R",1200,"R",1000,"R",10938,"R",11266,"R",11580,"R",11942,"R",2438,"R",2467,"R",2471,"R",2651,"R",10938,"R",11266,"R",11580,"R",11942,"R",6688,"R",6754,"R",2471,"R",2651,"R",3676,"R",3733,"R",3701,"R",3201
183062,"R",11754,"R",2814,"R",490,"R",11754,"R",2814,"R",490,"R",20942,"R",2814,"R",874,"R",9720,"R",2052,"R",540,"R",9720,"R",2052,"R",540,"R",10620,"R",2052,"R",590,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10968,"R",2644,"R",13612,"R",11188,"R",2680,"R",13868,"R",11468,"R",2744,"R",14212,"R",11754,"R",2814,"R",14568,.,.,"R",10968,"R",2644,"R",13612,"R",11188,"R",2680,"R",13868,"R",11468,"R",2744,"R",14212,"R",11754,"R",2814,"R",14568,.,.,"R",19352,"R",2644,"R",21996,"R",19934,"R",2680,"R",22614,"R",20432,"R",2744,"R",23176,"R",20942,"R",2814,"R",23756,.,.,"R",900,"R",900,"R",900,"R",900,"R",10390,"R",10666,"R",11026,"R",12846,"R",1850,"R",1850,"R",1850,"R",1500,"R",8508,"R",8578,"R",8668,"R",10318,"R",2050,"R",2050,"R",2050,"R",1750,"R",2050,"R",2050,"R",2050,"R",2050
183071,"R",15150,"R",535,"R",630,"R",15150,"R",535,"R",630,"R",31660,"R",535,"R",1320,"R",13840,"R",285,"R",770,"R",13840,"R",285,"R",770,"R",15220,"R",285,"R",845,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",14070,"R",425,"R",14495,"R",14420,"R",430,"R",14850,"R",14780,"R",485,"R",15265,"R",15150,"R",535,"R",15685,.,.,"R",14070,"R",425,"R",14495,"R",14420,"R",430,"R",14850,"R",14780,"R",485,"R",15265,"R",15150,"R",535,"R",15685,.,.,"R",27870,"R",425,"R",28295,"R",28990,"R",430,"R",29420,"R",30150,"R",485,"R",30635,"R",31660,"R",535,"R",32195,.,.,"R",1200,"R",1200,"R",1200,"R",1000,"A",.,"A",.,"R",11200,"R",11452,"A",.,"A",.,"R",2471,"R",2651,"R",10570,"R",10888,"R",10888,"R",11704,"R",7090,"R",7051,"R",7157,"R",4501,"R",4610,"R",4639,"R",4645,"R",3200
183080,"R",11870,"R",2570,"R",495,"R",11870,"R",2570,"R",495,"R",20760,"R",2570,"R",865,"R",9630,"R",720,"R",573,"R",9630,"R",720,"R",573,"R",13680,"R",720,"R",710,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",11020,"R",2452,"R",13472,"R",11300,"R",2470,"R",13770,"R",11580,"R",2519,"R",14099,"R",11870,"R",2570,"R",14440,.,.,"R",11020,"R",2452,"R",13472,"R",11300,"R",2470,"R",13770,"R",11580,"R",2519,"R",14099,"R",11870,"R",2570,"R",14440,.,.,"R",19280,"R",2452,"R",21732,"R",19760,"R",2470,"R",22230,"R",20250,"R",2519,"R",22769,"R",20760,"R",2570,"R",23330,.,.,"R",1337,"R",1350,"R",1286,"R",1310,"R",11008,"R",10960,"R",11300,"R",11350,"R",2245,"R",2234,"R",2265,"R",2330,"R",9708,"R",9970,"R",11100,"R",11350,"R",2245,"R",2234,"R",2265,"R",2330,"R",3687,"R",3738,"R",3795,"R",3910
183099,"R",6450,"R",800,"R",215,"R",6450,"R",800,"R",215,"R",14700,"R",800,"R",490,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6400,"R",704,"R",7104,"R",6720,"R",704,"R",7424,"R",6880,"R",800,"R",7680,"R",6450,"R",800,"R",7250,.,.,"R",6400,"R",704,"R",7104,"R",6720,"R",704,"R",7424,"R",6880,"R",800,"R",7680,"R",6450,"R",800,"R",7250,.,.,"R",14560,"R",704,"R",15264,"R",15296,"R",704,"R",16000,"R",15680,"R",800,"R",16480,"R",14700,"R",800,"R",15500,.,.,"R",1400,"R",1400,"R",1400,"R",1400,"R",8504,"R",8806,"R",8806,"R",10102,"R",3906,"R",3906,"R",3906,"R",4062,"R",13338,"R",13779,"R",14256,"R",14590,"R",7065,"R",7065,"R",7016,"R",7456,"R",7065,"R",7065,"R",7016,"R",7456
183105,"R",6450,"R",640,"R",215,"R",6450,"R",640,"R",215,"R",14700,"R",640,"R",490,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6400,"R",944,"R",7344,"R",6720,"R",944,"R",7664,"R",6880,"R",1090,"R",7970,"R",6450,"R",640,"R",7090,.,.,"R",6400,"R",944,"R",7344,"R",6720,"R",944,"R",7664,"R",6880,"R",1090,"R",7970,"R",6450,"R",640,"R",7090,.,.,"R",14560,"R",944,"R",15504,"R",15296,"R",944,"R",16240,"R",15680,"R",1090,"R",16770,"R",14700,"R",640,"R",15340,.,.,"R",1400,"R",1400,"R",1400,"R",1400,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10035,"R",10035,"R",10287,"R",10676,"R",4959,"R",4959,"R",4930,"R",4988,"R",4959,"R",4959,"R",4930,"R",4988
