UNITID,LEXP100K,LCOLELYN,XLPBOOKS,LPBOOKS,XLEBOOKS,LEBOOKS,XLEDATAB,LEDATAB,XLPMEDIA,LPMEDIA,XLEMEDIA,LEMEDIA,XLPSERIA,LPSERIA,XLESERIA,LESERIA,XLPCOLLC,LPCLLCT,XLECOLLC,LECLLCT,XLTCLLCT,LTCLLCT,XLPCRCLT,LPCRCLT,XLECRCLT,LECRCLT,XLTCRCLT,LTCRCLT,LILLDYN,XLILLDPR,LILLDPR,XLILLDRC,LILLDRC,XLBRANCH,LBRANCH,XSALWAG,LSALWAG,LFRNGBYN,XLFRNGBN,LFRNGBN,XLEXMSBB,LEXMSBB,XLEXMSCS,LEXMSCS,XLEXMSOT,LEXMSOT,XLEXMSTL,LEXMSTL,XLEXOMPS,LEXOMPS,XLEXOMOT,LEXOMOT,XLEXOMTL,LEXOMTL,XLEXPTOT,LEXPTOT,LSWMSOM 
210401,1 ,2,"R",394096,"R",287485,"R",175,"R",20992,"R",4152,"R",3752,"R",111053,"R",418840,"R",402865,"R",821705,"R",15266,"R",51062,"R",66328,1,"R",5965,"R",6373,"R",1,"R",1399645,1,"R",468020,"R",102755,"R",945798,"R",0,"R",1048553,"R",7770,"R",236910,"R",244680,"R",3160898,2692878
210429,1 ,2,"R",183313,"R",217438,"R",255,"R",8816,"R",27713,"R",2663,"R",87723,"R",194792,"R",333129,"R",527921,"R",10515,"R",17723,"R",28238,1,"R",7470,"R",8014,"R",1,"R",1305179,1,"R",663147,"R",18663,"R",328940,"R",177773,"R",525376,"R",80,"R",184899,"R",184979,"R",2678681,2015534
210438,1 ,2,"R",8904,"R",9409,"R",33,"R",2049,"R",5980,"R",355,"R",22414,"R",11308,"R",37836,"R",49144,"R",4733,"R",22007,"R",26740,1,"R",1631,"R",3810,"R",0,"R",381288,2,"Z",0,"R",51723,"R",297130,"R",20316,"R",369169,"R",152,"R",26299,"R",26451,"R",776908,776908
210492,1 ,2,"R",62929,"R",1375,"R",23,"R",1314,"R",0,"R",691,"R",4,"R",64934,"R",1402,"R",66336,"R",1384,"R",572,"R",1956,1,"R",214,"R",205,"R",1,"R",339993,1,"R",37957,"R",5892,"R",106175,"R",18566,"R",130633,"R",3749,"R",59325,"R",63074,"R",571657,533700
210571,1 ,2,"R",161605,"R",80565,"R",64,"R",4960,"R",11780,"R",1394,"R",399073,"R",167959,"R",491482,"R",659441,"R",3156,"R",30854,"R",34010,1,"R",62,"R",624,"R",0,"R",429533,1,"R",125431,"R",83564,"R",338380,"R",21675,"R",443619,"R",407,"R",43356,"R",43763,"R",1042346,916915
210599,2 ,2,"R",473,"Z",0,"R",4,"R",0,"Z",0,"R",13,"Z",0,"R",486,"R",4,"R",490,"R",0,"R",735,"R",735,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
210605,1 ,2,"R",95658,"R",61089,"R",120,"R",8437,"R",68350,"R",753,"R",32,"R",104848,"R",129591,"R",234439,"R",16461,"R",15496,"R",31957,1,"R",846,"R",76,"R",4,"R",1737986,1,"R",541858,"R",59037,"R",194676,"R",0,"R",253713,"R",0,"R",64980,"R",64980,"R",2598537,2056679
210669,1 ,2,"R",288316,"R",506438,"R",101,"R",5726,"R",232959,"R",2435,"R",60569,"R",296477,"R",800067,"R",1096544,"R",10984,"R",8250,"R",19234,1,"R",3328,"R",2816,"R",0,"R",665078,2,"Z",0,"R",18785,"R",525335,"R",39317,"R",583437,"R",15258,"R",155758,"R",171016,"R",1419531,1419531
210739,1 ,2,"R",110400,"R",190317,"R",52,"R",4028,"R",38488,"R",155,"R",17260,"R",114583,"R",246117,"R",360700,"R",5122,"R",100116,"R",105238,1,"R",1055,"R",1898,"R",0,"R",421172,2,"Z",0,"R",38675,"R",277059,"R",11088,"R",326822,"R",2235,"R",88538,"R",90773,"R",838767,838767
210775,1 ,2,"R",72269,"R",244050,"R",52,"R",1771,"R",38652,"R",599,"R",108853,"R",74639,"R",391607,"R",466246,"R",8851,"R",105229,"R",114080,1,"R",759,"R",1395,"R",0,"R",412166,1,"R",177095,"R",26781,"R",314997,"R",20606,"R",362384,"R",0,"R",129424,"R",129424,"R",1081069,903974
210809,2 ,1,"A",,"R",18000,"R",8,"A",,"R",1500,"A",,"R",38000,"A",,"R",57508,"R",57508,"A",,"R",15000,"R",15000,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
211024,1 ,2,"R",70612,"R",59354,"R",52,"R",2892,"R",1258,"R",307,"R",25937,"R",73811,"R",86601,"R",160412,"R",4476,"R",156960,"R",161436,1,"R",45,"R",443,"R",0,"R",60338,1,"R",3221,"R",2185,"R",94429,"R",801,"R",97415,"R",0,"R",0,"R",0,"R",160974,157753
211079,1 ,2,"R",35837,"R",4926,"R",34,"R",1376,"R",848,"R",68,"R",41,"R",37281,"R",5849,"R",43130,"R",7543,"R",2847,"R",10390,1,"R",954,"R",370,"R",0,"R",112000,1,"R",47000,"R",3500,"R",101000,"R",0,"R",104500,"R",0,"R",2000,"R",2000,"R",265500,218500
211088,1 ,2,"R",108000,"R",2400,"R",57,"R",1250,"R",5,"R",1900,"R",65000,"R",111150,"R",67462,"R",178612,"R",3882,"R",14560,"R",18442,1,"R",3345,"R",2980,"R",0,"R",380000,2,"Z",0,"R",25000,"R",700000,"R",25000,"R",750000,"R",0,"R",25000,"R",25000,"R",1155000,1155000
211130,1 ,2,"R",25853,"R",296085,"R",14,"R",1369,"R",94001,"R",1311,"R",28666,"R",28533,"R",418766,"R",447299,"R",1931,"R",2010,"R",3941,1,"R",123,"R",376,"R",0,"R",79599,1,"R",11558,"R",9117,"R",37172,"R",1367,"R",47656,"R",1152,"R",22817,"R",23969,"R",162782,151224
211149,2 ,2,"R",4087,"R",0,"R",0,"R",250,"R",352,"R",0,"R",0,"R",4337,"R",352,"R",4689,"R",350,"R",300,"R",650,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
211158,1 ,2,"R",376367,"R",374325,"R",193,"R",115215,"R",178030,"R",12103,"R",86294,"R",503685,"R",638842,"R",1142527,"R",11861,"R",113317,"R",125178,1,"R",13039,"R",2710,"R",0,"R",1169281,1,"R",606619,"R",182778,"R",1446381,"R",45066,"R",1674225,"R",9555,"R",349905,"R",359460,"R",3809585,3202966
211273,1 ,2,"R",657109,"R",847362,"R",165,"R",8257,"R",87412,"R",12080,"R",97452,"R",677446,"R",1032391,"R",1709837,"R",21422,"R",267886,"R",289308,1,"R",8416,"R",3901,"R",2,"R",1909503,1,"R",556136,"R",353984,"R",1821798,"R",85058,"R",2260840,"R",16021,"R",82738,"R",98759,"R",4825238,4269102
211291,1 ,2,"R",675811,"R",934780,"R",241,"R",44762,"R",56958,"R",11082,"R",66381,"R",731655,"R",1058360,"R",1790015,"R",37843,"R",376795,"R",414638,1,"R",1832,"R",2920,"R",0,"R",1444977,2,"Z",0,"R",249730,"R",2796314,"R",0,"R",3046044,"R",0,"R",484126,"R",484126,"R",4975147,4975147
211307,1 ,2,"R",94774,"R",9498,"R",58,"R",2068,"R",24035,"R",166,"R",63,"R",97008,"R",33654,"R",130662,"R",4377,"R",19305,"R",23682,1,"R",139,"R",121,"R",2,"R",867012,2,"Z",0,"R",57242,"R",173612,"R",77590,"R",308444,"R",0,"R",21232,"R",21232,"R",1196688,1196688
211343,1 ,2,"R",40185,"R",68763,"R",21,"R",810,"R",2,"R",147,"R",217,"R",41142,"R",69003,"R",110145,"R",1984,"R",4950,"R",6934,1,"R",372,"R",193,"R",0,"R",214463,1,"R",74713,"R",27484,"R",94538,"R",0,"R",122022,"R",0,"R",6899,"R",6899,"R",418097,343384
211352,1 ,2,"R",42637,"R",201833,"R",43,"R",4068,"Z",0,"R",61,"R",26,"R",46766,"R",201902,"R",248668,"R",5690,"R",9628,"R",15318,1,"R",393,"R",939,"R",0,"R",431820,1,"R",132524,"R",185522,"R",25277,"R",6000,"R",216799,"R",3000,"R",37326,"R",40326,"R",821469,688945
211361,1 ,2,"R",220219,"R",516450,"R",93,"R",13094,"R",38338,"R",21385,"R",67615,"R",254698,"R",622496,"R",877194,"R",4978,"R",37429,"R",42407,1,"R",2286,"R",3425,"R",0,"R",1307495,1,"R",656200,"R",34001,"R",455512,"R",1125,"R",490638,"R",1618,"R",102253,"R",103871,"R",2558204,1902004
211431,1 ,2,"R",36859,"R",345307,"R",52,"R",763,"R",57338,"R",169,"R",111,"R",37791,"R",402808,"R",440599,"R",1632,"R",45636,"R",47268,1,"R",270,"R",361,"R",0,"R",214516,1,"R",66084,"R",31857,"R",164623,"R",8681,"R",205161,"R",0,"R",117675,"R",117675,"R",603436,537352
211440,1 ,2,"R",660253,"R",918854,"R",738,"R",57898,"R",364973,"R",15331,"R",136030,"R",733482,"R",1420595,"R",2154077,"R",23629,"R",1114130,"R",1137759,1,"R",5042,"R",6060,"R",3,"R",5212752,1,"R",1297202,"R",815981,"R",7531027,"R",26630,"R",8373638,"R",17485,"R",1839823,"R",1857308,"R",16740900,15443698
211468,1 ,2,"R",103593,"R",497137,"R",84,"R",5610,"R",113688,"R",304,"R",45850,"R",109507,"R",656759,"R",766266,"R",2824,"R",31418,"R",34242,1,"R",4706,"R",623,"R",0,"R",316897,2,"Z",0,"R",45787,"R",376095,"R",4639,"R",426521,"R",3000,"R",57055,"R",60055,"R",803473,803473
211477,1 ,2,"R",24024,"R",158375,"R",34,"R",1494,"R",27540,"R",68,"R",2,"R",25586,"R",185951,"R",211537,"R",1808,"R",71782,"R",73590,1,"R",117,"R",151,"R",0,"R",133710,1,"R",47055,"R",23047,"R",165053,"R",3016,"R",191116,"R",0,"R",16085,"R",16085,"R",387966,340911
211556,1 ,2,"R",97602,"R",788185,"R",70,"R",2226,"R",100,"R",585,"R",86930,"R",100413,"R",875285,"R",975698,"R",13289,"R",5431,"R",18720,1,"R",3245,"R",5621,"R",0,"R",375015,2,"Z",0,"R",5344,"R",338449,"R",9260,"R",353053,"R",0,"R",51244,"R",51244,"R",779312,779312
211583,1 ,2,"R",100089,"R",214400,"R",65,"R",1130,"R",7600,"R",645,"R",44040,"R",101864,"R",266105,"R",367969,"R",1120,"R",9840,"R",10960,1,"R",1400,"R",287,"R",0,"R",195456,2,"Z",0,"R",9277,"R",36280,"R",114894,"R",160451,"R",563,"R",57239,"R",57802,"R",413709,413709
211608,1 ,2,"R",281138,"R",22541,"R",48,"R",8011,"R",0,"R",1195,"R",20265,"R",290344,"R",42854,"R",333198,"R",321,"R",6258,"R",6579,1,"R",58,"R",15,"R",0,"R",256804,1,"R",125577,"R",0,"R",43820,"R",16115,"R",59935,"R",1356,"R",8257,"R",9613,"R",451929,326352
211644,1 ,2,"R",288000,"R",370425,"R",102,"R",6680,"R",68014,"R",86,"R",55999,"R",294766,"R",494540,"R",789306,"R",15141,"R",25829,"R",40970,1,"R",2560,"R",1418,"R",1,"R",1310189,1,"R",714033,"R",38842,"R",384413,"R",20765,"R",444020,"R",1563,"R",99348,"R",100911,"R",2569153,1855120
211893,1 ,2,"R",59637,"R",0,"R",21,"R",21833,"R",256,"R",46,"R",4,"R",81516,"R",281,"R",81797,"R",5470,"R",7105,"R",12575,1,"R",193,"R",30,"R",0,"R",342074,2,"Z",0,"R",58351,"R",32498,"R",0,"R",90849,"R",59392,"R",101843,"R",161235,"R",594158,594158
211927,1 ,2,"R",31141,"R",51344,"R",51,"R",1535,"R",40219,"R",134,"R",46143,"R",32810,"R",137757,"R",170567,"R",7360,"R",531208,"R",538568,1,"R",69,"R",284,"R",5,"R",501430,1,"R",220907,"R",52785,"R",191705,"R",22585,"R",267075,"R",18900,"R",59948,"R",78848,"R",1068260,847353
211981,1 ,2,"R",43161,"R",16646,"R",40,"R",2580,"R",500,"R",71,"R",105561,"R",45812,"R",122747,"R",168559,"R",5681,"R",3548,"R",9229,1,"R",376,"R",324,"R",0,"R",377440,2,"Z",0,"R",26109,"R",155238,"R",5830,"R",187177,"R",3490,"R",70625,"R",74115,"R",638732,638732
212009,1 ,2,"R",389811,"R",621247,"R",464,"R",25338,"R",272756,"R",2985,"R",107495,"R",418134,"R",1001962,"R",1420096,"R",27945,"R",263374,"R",291319,1,"R",10280,"R",14477,"R",1,"R",1394838,2,"Z",0,"R",370617,"R",1147233,"R",78769,"R",1596619,"R",11705,"R",407736,"R",419441,"R",3410898,3410898
212045,2 ,2,"R",1459,"R",21732,"R",74,"R",1035,"R",923,"R",0,"R",7890,"R",2494,"R",30619,"R",33113,"R",42,"R",165,"R",207,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
212054,1 ,2,"R",292022,"R",885237,"R",398,"R",6002,"R",71833,"R",4349,"R",157400,"R",302373,"R",1114868,"R",1417241,"R",89903,"R",1409580,"R",1499483,1,"R",20091,"R",12164,"R",4,"R",4240956,1,"R",1434316,"R",213619,"R",5828197,"R",88936,"R",6130752,"R",22334,"R",428545,"R",450879,"R",12256903,10822587
212106,1 ,2,"R",488364,"R",578054,"R",308,"R",37043,"R",70762,"R",3863,"R",108659,"R",529270,"R",757783,"R",1287053,"R",26059,"R",374544,"R",400603,1,"R",8700,"R",12591,"R",1,"R",2657993,1,"R",902448,"R",172337,"R",2622659,"R",195055,"R",2990051,"R",1393,"R",447138,"R",448531,"R",6999023,6096575
212115,1 ,2,"R",150250,"R",470389,"R",109,"R",6095,"R",0,"R",2387,"R",80323,"R",158732,"R",550821,"R",709553,"R",3978,"R",40969,"R",44947,1,"R",4538,"R",2494,"R",0,"R",864632,1,"R",477205,"R",15054,"R",381409,"R",49464,"R",445927,"R",0,"R",54006,"R",54006,"R",1841770,1364565
212133,1 ,2,"R",173891,"R",948651,"R",178,"R",8314,"R",89263,"R",60,"R",44003,"R",182265,"R",1082095,"R",1264360,"R",8940,"R",176681,"R",185621,1,"R",901,"R",3797,"R",1,"R",286000,1,"R",83000,"R",24600,"R",224150,"R",12254,"R",261004,"R",3000,"R",198805,"R",201805,"R",831809,748809
212160,1 ,2,"R",310014,"R",456241,"R",113,"R",7500,"R",38969,"R",74,"R",78643,"R",317588,"R",573966,"R",891554,"R",22419,"R",54207,"R",76626,1,"R",2571,"R",2358,"R",0,"R",1151742,1,"R",613639,"R",42285,"R",558823,"R",20840,"R",621948,"R",6751,"R",117949,"R",124700,"R",2512029,1898390
212197,1 ,2,"R",181991,"R",629420,"R",111,"R",9680,"R",66847,"R",1434,"R",8618,"R",193105,"R",704996,"R",898101,"R",5797,"R",10764,"R",16561,1,"R",3693,"R",5045,"R",0,"R",500814,2,"Z",0,"R",83883,"R",486784,"R",6009,"R",576676,"R",1857,"R",180417,"R",182274,"R",1259764,1259764
212434,2 ,2,"R",1250,"R",0,"R",1,"R",400,"R",0,"R",7,"R",0,"R",1657,"R",1,"R",1658,"R",25,"R",150,"R",175,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
212443,1 ,2,"R",79000,"R",10000,"R",35000,"R",940,"Z",0,"R",0,"R",0,"R",79940,"R",45000,"R",124940,"R",1862,"R",5000,"R",6862,1,"R",146,"R",35,"R",0,"R",85000,1,"R",30000,"R",15000,"R",0,"R",1000,"R",16000,"R",700,"R",650,"R",1350,"R",132350,102350
212452,2 ,2,"R",27920,"R",0,"R",0,"R",19,"R",0,"R",1048,"R",0,"R",28987,"R",0,"R",28987,"R",187,"R",0,"R",187,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
212577,1 ,2,"R",396885,"R",682516,"R",195,"R",194344,"R",54345,"R",3000,"R",110520,"R",594229,"R",847576,"R",1441805,"R",29647,"R",1,"R",29648,1,"R",10200,"R",6479,"R",1,"R",1150800,2,"Z",0,"R",180000,"R",1976432,"R",35000,"R",2191432,"R",5000,"R",175000,"R",180000,"R",3522232,3522232
212601,1 ,2,"R",176198,"R",265209,"R",43,"R",3195,"Z",0,"R",328,"R",82539,"R",179721,"R",347791,"R",527512,"R",7629,"R",4172,"R",11801,1,"R",1243,"R",4114,"R",0,"R",679574,2,"Z",0,"R",44136,"R",338673,"R",12872,"R",395681,"R",4590,"R",87849,"R",92439,"R",1167694,1167694
212656,1 ,2,"R",142360,"R",12712,"R",50,"R",19514,"R",0,"R",438,"R",0,"R",162312,"R",12762,"R",175074,"R",17014,"R",6299,"R",23313,1,"R",479,"R",1231,"R",0,"R",232740,1,"R",88363,"R",38152,"R",61015,"R",8078,"R",107245,"R",4300,"R",136440,"R",140740,"R",569088,480725
212674,1 ,2,"R",343937,"R",312906,"R",332,"R",25297,"R",1201444,"R",2083,"R",124622,"R",371317,"R",1639304,"R",2010621,"R",31307,"R",221793,"R",253100,1,"R",8461,"R",8378,"R",0,"R",1661534,2,"Z",0,"R",433720,"R",1143612,"R",66722,"R",1644054,"R",29086,"R",386911,"R",415997,"R",3721585,3721585
212771,1 ,2,"R",90050,"R",14740,"R",9,"R",2965,"R",0,"R",2,"R",16,"R",93017,"R",14765,"R",107782,"R",192,"R",250,"R",442,1,"R",95,"R",217,"R",1,"R",87700,2,"Z",0,"R",1000,"R",14350,"R",9000,"R",24350,"R",120,"R",0,"R",120,"R",112170,112170
212805,1 ,2,"R",151000,"R",264200,"R",105,"R",3950,"R",2556,"R",23,"R",45000,"R",154973,"R",311861,"R",466834,"R",29270,"R",247130,"R",276400,1,"R",0,"R",819,"R",0,"R",419232,1,"R",108974,"R",175984,"R",605064,"R",59973,"R",841021,"R",611,"R",58373,"R",58984,"R",1428211,1319237
212832,1 ,2,"R",77772,"R",185000,"R",47,"R",8159,"Z",0,"Z",0,"R",119603,"R",85931,"R",304650,"R",390581,"R",4272,"R",4374,"R",8646,1,"R",680,"R",273,"R",0,"R",429612,2,"Z",0,"R",27274,"R",225175,"R",11821,"R",264270,"R",0,"R",6996,"R",6996,"R",700878,700878
212869,1 ,2,"R",19000,"R",180000,"Z",0,"R",720,"R",29000,"R",55,"R",4,"R",19775,"R",209004,"R",228779,"R",812,"R",225,"R",1037,1,"R",903,"R",512,"R",0,"R",195000,2,"Z",0,"R",22000,"R",80000,"R",24000,"R",126000,"R",5500,"R",0,"R",5500,"R",326500,326500
212878,1 ,2,"R",77585,"R",208703,"R",82,"R",2588,"R",95756,"R",455,"R",77254,"R",80628,"R",381795,"R",462423,"R",14408,"R",647728,"R",662136,1,"R",1031,"R",217,"R",5,"R",1882182,1,"R",556612,"R",151615,"R",366879,"R",10471,"R",528965,"R",0,"R",37113,"R",37113,"R",3004872,2448260
212911,1 ,2,"R",312446,"R",931044,"R",117,"R",16375,"R",2716253,"R",516,"R",90757,"R",329337,"R",3738171,"R",4067508,"R",22206,"R",23657,"R",45863,1,"R",282,"R",6922,"R",3,"R",1914435,1,"R",648102,"R",390000,"R",1325000,"R",8678,"R",1723678,"R",26253,"R",605015,"R",631268,"R",4917483,4269381
212975,2 ,2,"R",7412,"R",0,"R",5,"R",546,"R",0,"R",26,"R",420,"R",7984,"R",425,"R",8409,"R",1119,"R",15601,"R",16720,1,"R",1,"R",4,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
212984,1 ,2,"R",84836,"R",24101,"R",39,"R",2279,"R",61800,"R",18,"R",41529,"R",87133,"R",127469,"R",214602,"R",2486,"R",704,"R",3190,1,"R",210,"R",1132,"R",1,"R",387622,1,"R",93698,"R",24088,"R",167959,"R",11275,"R",203322,"R",0,"R",60296,"R",60296,"R",744938,651240
212993,2 ,2,"R",1717,"R",226694,"R",83,"R",96,"R",209870,"R",5,"R",0,"R",1818,"R",436647,"R",438465,"R",863,"R",100,"R",963,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
213011,1 ,2,"R",115283,"R",10500,"R",85,"R",9908,"R",100,"R",122,"R",65,"R",125313,"R",10750,"R",136063,"R",7750,"R",365,"R",8115,1,"R",630,"R",3390,"R",1,"R",250584,1,"R",68661,"R",8302,"R",2377,"R",331758,"R",342437,"R",0,"R",25975,"R",25975,"R",687657,618996
213020,1 ,2,"R",546945,"R",96731,"R",0,"R",30671,"R",0,"R",125395,"R",0,"R",703011,"R",96731,"R",799742,"R",37106,"R",5138,"R",42244,1,"R",10647,"R",9598,"R",2,"R",2736573,1,"R",1288254,"R",982132,"R",202858,"R",18096,"R",1203086,"R",3000,"R",1081579,"R",1084579,"R",6312492,5024238
213233,2 ,2,"R",1574,"R",63142,"R",71,"R",35,"R",3,"R",50,"R",831,"R",1659,"R",64047,"R",65706,"R",41,"R",200,"R",241,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
213251,1 ,2,"R",100845,"R",484974,"R",60,"R",6792,"Z",0,"R",260,"R",49890,"R",107897,"R",534924,"R",642821,"R",5149,"R",5906,"R",11055,1,"R",356,"R",397,"R",0,"R",429369,1,"R",178656,"R",39316,"R",271020,"R",2163,"R",312499,"R",1934,"R",53286,"R",55220,"R",975744,797088
213303,1 ,2,"R",41995,"R",181864,"R",35,"R",3509,"R",42800,"R",20,"R",52843,"R",45524,"R",277542,"R",323066,"R",4777,"R",117253,"R",122030,1,"R",136,"R",204,"R",0,"R",224824,1,"R",85851,"R",2000,"R",99401,"R",15000,"R",116401,"R",200,"R",15000,"R",15200,"R",442276,356425
213321,1 ,2,"R",176374,"Z",0,"R",64,"R",16959,"Z",0,"R",147,"Z",0,"R",193480,"R",64,"R",193544,"R",6778,"R",63,"R",6841,1,"R",509,"R",514,"R",0,"R",536268,1,"R",197065,"R",30447,"R",66348,"R",388111,"R",484906,"R",687,"R",39793,"R",40480,"R",1258719,1061654
213349,1 ,2,"R",326968,"R",785270,"R",147,"R",7802,"R",88619,"R",893,"R",130225,"R",335663,"R",1004261,"R",1339924,"R",66146,"R",66146,"R",132292,1,"R",2591,"R",3056,"R",0,"R",1538951,1,"R",695645,"R",136053,"R",961703,"R",43045,"R",1140801,"R",32163,"R",194168,"R",226331,"R",3601728,2906083
213358,1 ,2,"R",80000,"R",276600,"R",55,"R",1532,"R",0,"R",770,"R",28,"R",82302,"R",276683,"R",358985,"R",4245,"R",1423,"R",5668,1,"R",593,"R",319,"R",0,"R",242277,1,"R",53121,"R",200,"R",92772,"R",0,"R",92972,"R",717,"R",37218,"R",37935,"R",426305,373184
213367,1 ,2,"R",313197,"R",738444,"R",178,"R",9881,"R",188802,"R",3389,"R",166213,"R",326467,"R",1093637,"R",1420104,"R",5153,"R",227029,"R",232182,1,"R",3498,"R",2017,"R",1,"R",1054842,2,"Z",0,"R",40330,"R",793937,"R",28229,"R",862496,"R",31671,"R",144417,"R",176088,"R",2093426,2093426
213376,1 ,2,"R",3670,"R",28590,"R",14,"R",792,"R",0,"R",0,"R",0,"R",4462,"R",28604,"R",33066,"R",1350,"R",1475,"R",2825,2,"A",,"A",,"R",0,"R",136420,1,"R",9543,"R",700,"R",0,"R",44700,"R",45400,"R",500,"R",0,"R",500,"R",191863,182320
213385,1 ,2,"R",406057,"R",512503,"R",157,"R",12221,"R",95694,"R",217,"R",68323,"R",418495,"R",676677,"R",1095172,"R",19500,"R",135506,"R",155006,1,"R",4313,"R",7187,"R",1,"R",1917673,2,"Z",0,"R",431408,"R",1140431,"R",70406,"R",1642245,"R",13297,"R",434896,"R",448193,"R",4008111,4008111
213400,1 ,2,"R",133100,"R",473030,"R",56,"R",3036,"R",2,"R",412,"Z",0,"R",136548,"R",473088,"R",609636,"R",14690,"R",104030,"R",118720,1,"R",259,"R",638,"R",0,"R",367437,2,"Z",0,"R",19427,"R",154113,"R",2321,"R",175861,"R",3538,"R",64762,"R",68300,"R",611598,611598
213446,1 ,2,"R",79229,"R",719,"R",13,"R",7585,"R",370,"R",1114,"R",6,"R",87928,"R",1108,"R",89036,"R",4212,"R",767,"R",4979,1,"R",358,"R",64,"R",0,"R",130599,1,"R",31788,"R",8311,"R",32918,"R",0,"R",41229,"R",495,"R",18698,"R",19193,"R",222809,191021
213473,2 ,2,"R",1780,"Z",0,"R",130,"R",19,"Z",0,"R",10,"Z",0,"R",1809,"R",130,"R",1939,"R",34,"R",5900,"R",5934,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
213507,1 ,2,"R",153385,"R",204881,"R",247,"R",18201,"R",0,"R",3663,"R",132700,"R",175249,"R",337828,"R",513077,"R",11448,"R",115111,"R",126559,1,"R",2618,"R",2044,"R",0,"R",353250,2,"Z",0,"R",31706,"R",655181,"R",0,"R",686887,"R",1299,"R",72798,"R",74097,"R",1114234,1114234
213525,1 ,2,"R",45482,"R",67165,"R",52,"R",1233,"R",25559,"R",80,"R",12,"R",46795,"R",92788,"R",139583,"R",6134,"R",489,"R",6623,1,"R",1131,"R",618,"R",3,"R",460539,1,"R",152290,"R",0,"R",0,"R",350253,"R",350253,"R",0,"R",92,"R",92,"R",963174,810884
213534,2 ,2,"R",662,"R",142970,"R",82,"R",95,"R",966,"R",0,"R",28635,"R",757,"R",172653,"R",173410,"R",0,"R",38717,"R",38717,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
213543,1 ,2,"R",740435,"R",471889,"R",209,"R",2554,"R",68285,"R",8195,"R",60385,"R",751184,"R",600768,"R",1351952,"R",23945,"R",305344,"R",329289,1,"R",8818,"R",9120,"R",0,"R",2962946,2,"R",0,"R",564548,"R",3486658,"R",0,"R",4051206,"R",5768,"R",483026,"R",488794,"R",7502946,7502946
213570,2 ,2,"R",883,"R",181865,"R",3,"R",7,"R",68043,"R",0,"R",0,"R",890,"R",249911,"R",250801,"R",210,"R",53,"R",263,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
213589,2 ,2,"R",80,"R",181865,"R",7,"R",5,"R",68000,"R",1,"R",1,"R",86,"R",249873,"R",249959,"R",30,"R",38,"R",68,2,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,.
213598,1 ,2,"R",177627,"R",0,"R",41,"R",1055,"R",0,"R",849,"R",0,"R",179531,"R",41,"R",179572,"R",1489,"R",928,"R",2417,1,"R",1418,"R",1167,"R",2,"R",622651,1,"R",205723,"R",26392,"R",24471,"R",8253,"R",59116,"R",13148,"R",116439,"R",129587,"R",1017077,811354
213613,1 ,2,"R",239556,"R",0,"R",95,"R",18556,"R",27000,"R",36958,"R",0,"R",295070,"R",27095,"R",322165,"R",7623,"R",11922,"R",19545,1,"R",3152,"R",1926,"R",1,"R",1199831,2,"R",0,"R",58527,"R",173794,"R",35870,"R",268191,"R",5237,"R",70046,"R",75283,"R",1543305,1543305
213631,1 ,2,"R",260592,"R",13623,"R",16,"R",3623,"R",10,"R",282,"R",24,"R",264497,"R",13673,"R",278170,"R",6696,"R",3566,"R",10262,1,"R",316,"R",94,"R",1,"R",246290,2,"Z",0,"R",20757,"R",40799,"R",32146,"R",93702,"R",7645,"R",37576,"R",45221,"R",385213,385213
213659,1 ,2,"R",56350,"R",173333,"R",85,"R",1125,"R",26000,"R",96,"R",3,"R",57571,"R",199421,"R",256992,"R",2277,"R",4746,"R",7023,1,"R",241,"R",218,"R",0,"R",341200,2,"Z",0,"R",59152,"R",96082,"R",28378,"R",183612,"R",0,"R",24236,"R",24236,"R",549048,549048
